Rank,ASIN_ISBN,Title,Frequency
69,B0044B4HSM,"Blistex Medicated Lip Balm, 0.15 Ounce, Pack of 3 – Prevent Dryness & Chapping, SPF 15 Sun Protection, Seals in Moisture, Hydrating Lip Balm, Easy Glide Formula for Full Coverage",18
70,B079NV9PBG,"Yes To Soothing Hypoallergenic Facial Wipes for Sensitive Skin, Cucumbers Aloe Vera, 30 Count (Pack of 2)",17
71,B004Y9GTYE,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Multi-Use Concealer, 120, 1 Count (Packaging May Vary)",17
72,B00NJNJ6VE,"Carefree Acti-Fresh Thin Panty Liners, Unscented, 92 Count",17
73,B00M49SG0Q,Honest Amish - Classic Beard Oil - 2 Ounce,17
74,B00U0OVT9M,"ökocat Super Soft Natural Wood Clumping Litter for Delicate Paws, 11.2 lbs, Medium",17
75,B07PXGQC1Q,"Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone",17
76,B01LEJ5MSK,"COSRX Snail Mucin 92% Repair Cream 3.52 oz, 100g, Daily Face Gel Moisturizer for Dry Skin, Acne-prone, Sensitive Skin, Not Tested on Animals, No Parabens, No Sulfates, No Phthalates, Korean Skincare",17
77,B000MD2H1U,"Nutramax Dasuquin Joint Health Supplement for Small to Medium Dogs - With Glucosamine, Chondroitin, ASU, Boswellia Serrata Extract, Green Tea Extract, 150 Chewable Tablets",17
78,B004O2A29E,"Clear Care Cleaning & Disinfecting Solution with Lens Case, Twin Pack, 12 Fl Oz",17
79,B07C5SS6YD,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Gentle Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines, Travel Size, 1 Fluid Ounce - PACKAGING MAY VARY",17
80,B01A74442I,"Cliganic USDA Organic Jojoba Oil, 100% Pure (4oz) | Moisturizing Oil for Face, Hair, Skin & Nails | Natural Cold Pressed Hexane Free",17
81,B002R0DXQE,"Affresh W10282479 Dishwasher Cleaner, 1 Pack",17
82,B01N97PCBH,"Garnier Fructis Pure Clean Shampoo, Paraben-Free Silicone-Free with Aloe Extract and Vitamin E, 12.5 Fl Oz Bottle",17
83,B07RL88DD2,"CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 19 Fluid Ounce",17
84,B00365DABC,"CeraVe PM Facial Moisturizing Lotion | Night Cream with Hyaluronic Acid and Niacinamide | Ultra-Lightweight, Oil-Free Moisturizer for Face | 3 Ounce",17
85,B072K1LNNY,"SeoulCeuticals Korean Skin Care Korean Beauty - 20% Vitamin C Hyaluronic Acid Serum + CE Ferulic Acid Provides Potent Anti Aging, Anti Wrinkle Korean Beauty 1oz",16
86,B07P39KTFN,"EasyTouch U-100 Insulin Syringe with Needle, 31G 1cc 5/16-Inch (8mm), Box of 100",16
87,B01DIXHNUU,"Eucerin Advanced Repair Body Cream, Fragrance Free Body Cream for Dry Skin, 16 Oz Jar",16
88,B00I4BUBN8,"Hada Labo Tokyo Skin Plumping Gel Cream with Super Hyaluronic Acid & Collagen - 24 Hour Moisture & visible Line Plumping Fragrance & Paraben Free Non-Comedogenic (Packaging May Vary), 1.76 Fl Oz",16
89,B01FN9CKBY,"Mylanta Antacid and Gas Relief, Maximum Strength Formula, Vanilla Caramel Flavor, 12 Fluid Ounce",16
90,B002PHRLC6,"L'ANZA Healing Smooth Glossifying Shampoo, Nourishes, Repairs, and Boosts Hair Shine and Strength for a Perfect Silky-Smooth, Frizz-free Look (10.14 Fl Oz)",16
91,B01I2ZQJSG,Elizavecca cer-100 collagen coating hair protein treatment 100ml,16
92,B007R8XGJA,"CELSIUS Sparkling Orange, Functional Essential Energy Drink 12 Fl Oz (Pack of 12)",16
93,B076H7T3SY,"Summer’s Eve Simply Sensitive Daily Gentle Feminine Wipes, pH Balanced, 16 count, 3 Pack",16
94,B00L4TF32G,"303 Aerospace Protectant - Provides Superior UV Protection, Helps Prevent Fading and Cracking, Repels Dust, Lint, and Staining, Restores Lost Color and Luster, 1 Gallon (30320)",16
95,B06XDLY282,"L'Oreal Paris Makeup Lash Paradise Mascara, Voluptuous Volume, Intense Length, Feathery Soft Full Lashes, No Flaking, No Smudging, No Clumping, Mystic Black, 0.25 Fl Oz (Pack of 1)",16
96,B079FV6PRH,"Softsoap Liquid Hand Soap, Fresh Breeze - 7.5 Fl Oz (Pack of 6)",16
97,B01M0OXBRJ,"L'Oreal Paris Elvive Color Vibrancy Repair and Protect Balm, 8.5 fl; oz; (Packaging May Vary)",16
98,B094TG5HDJ,"Quaker Instant Oatmeal Lower, Maple & Brown Sugar, 1.19 Oz, Pack of 44",16
99,B01LX711HR,"Peet's Coffee, Light Roast K-Cup Pods for Keurig Brewers - Luminosa Breakfast Blend 60 Count (6 Boxes of 10 K-Cup Pods) Packaging May Vary",16
100,B07MWPW6XD,Hanhoo Blemish Patch | Hydrocolloid Patches | Spot Treatment for Pimples | Covers Acne and Absorbs Pus & Oil | For Face and Body Zits | Cruelty-free & Vegan | 72 Patch Count,15
