Rank,ASIN_ISBN,Title,Frequency
74,B00ITRAQT6,"Carolina Prime Pet 45051 Peanut Butter Coated Sweet Tater Fries Treat For Dogs ( 1 Pouch), One Size",26
75,B002ZG8HD4,"Summer's Eve Freshening Spray, Ultra, pH Balanced, Dermatologist & Gynecologist Tested, Extra Strength, 2 Oz, Pack of 6",26
76,B000W7R7W0,"PLANTERS Cocktail Peanuts, 35 oz. Resealable Jar - Heart Healthy Peanuts - A Good Source of Essential Nutrients - Made with Simple Ingredients - Kosher",26
77,B004M15U12,"PLANTERS Deluxe Whole Cashews, 1Lb 2.25 oz. Resealable Jar - Wholesome Snack Roasted in Peanut Oil with Sea Salt - Nutrient-Dense Snack & Good Source of Magnesium",26
78,B0778Q5HHX,"Mountain Dew Regular, 6 Count, 16.9 fl oz Bottles",26
79,B00MNV8E0C,"Amazon Basics 48 Pack AA High-Performance Alkaline Batteries, 10-Year Shelf Life, Easy to Open Value Pack",26
80,B083MN9SZ5,"Minties VetIQ Dog Dental Bone Treats, Dental Chews for Dogs",26
81,B00U9VTY48,"BARNEY Almond Butter, Smooth, No Stir, Non-GMO, Skin-Free, Paleo Friendly, KETO, 16 Ounce",26
82,B076T5K3JQ,"Gatorade Classic Thirst Quencher, Variety Pack, 12 Fl Oz (Pack of 24)",26
83,B00LH3DMUO,"Amazon Basics 36 Pack AAA High-Performance Alkaline Batteries, 10-Year Shelf Life, Easy to Open Value Pack",25
84,B07ND3MW45,"Cottonelle Ultra Comfort Toilet Paper with Cushiony CleaningRipples Texture, 24 Family Mega Rolls (24 Family Mega Rolls = 108 regular rolls) (4 Packs of 6 Rolls) 325 Sheets per Roll",25
85,B00FWUO2IE,StarKist Chunk Light Tuna in Water - 5 oz Can (Pack of 8),25
86,B078GMZ9L4,"KIND Healthy Grains Bars, Oats & Honey with Toasted Coconut, Gluten Free, 1.2 oz, 5 Count (6 Pack)",25
87,B086682CRQ,"Dried Dark Sweet Cherries, 32oz Bag, Unsweetened, No Added Sugar, Sunrise Fresh Dried Fruit Co.",25
88,B00QSP9BLK,"Don't Go Nuts Roasted Soybean Spread, Sea Salted, , Nut-Free Non GMO Organic 16 Oz (Pack of 2)",25
89,B00DQJYL2K,MiO Strawberry Watermelon Liquid Water Enhancer (1.62 fl oz Bottle),25
90,B000HDMW8S,"Season Sardines in Olive Oil | Gluten Free, Keto, Paleo, Kosher, Non-GMO, Omega-3 Fatty Acids, Sugar Free, Salt Added | Certified Wild Caught & Sustainable Fresh Fish | 4.375 oz (Pack of 12)",24
91,B01GCT2F00,"Pepsi Cola Soda Pop, 16.9oz Bottles (6 Pack)",24
92,B076BYR9JP,Grandma's Cookies Variety Pack of 30,24
93,B000GG5IZK,"Bigelow Peppermint Herbal Tea, Caffeine Free, 20 Count (Pack of 6), 120 Total Tea Bags",24
94,B00PC5CI8K,"Rice Krispies Treats Marshmallow Snack Bars, Kids Snacks, Value Pack, Original, 12.4oz Box (16 Bars)",24
95,B003P02I70,"Sparkling Ice, Kiwi Strawberry Sparkling Water, Zero Sugar Flavored Water, with Antioxidants and Vitamins, Zero Sugar, 17 fl oz Bottles (Pack of 12)",24
96,B01BUNHFQM,"Tide PODS Laundry Detergent Soap Pods, Spring Meadow, 81 count",24
97,B0013T5YO4,"FIJI Natural Artesian Water, 50.7 Fl Ounce Bottle (Pack of 12)",24
98,B0738R2QH3,"Just the Cheese Bars, Low Carb Snack - Baked Keto Snack, High Protein, Gluten Free, Low Carb Cheese Crisps - Aged Cheddar, 0.8 Ounces (Pack of 12)",23
99,B00ANL4WKK,"BC Powder Original Strength Pain Reliever, Dissolve Packs, 50 Individual Packets",23
100,B075RV78FK,Flmodafinil -1g- BrainMedics -for Alertness,23
